instrument,timeframe,variant,signal_time,entry_time,exit_time,entry_session_time,session_rollup,rth_segment,trading_day,direction,reason,level,entry,stop,target,exit,outcome,r,mfe_r,mae_r,risk_points,delta,delta_pct,depth_imbalance,wick_ratio,volume_ratio,signal_volume,bid_volume,ask_volume,depth_bid_churn,depth_ask_churn,top_bid_churn,top_ask_churn,quote_bid_churn,quote_ask_churn,bid_quote_updates,ask_quote_updates,signal_trades,signal_depth_rows,pnl
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-14T14:31:00Z,2025-02-14 14:31:00+00:00,2025-02-14 14:32:00+00:00,2025-02-14T09:31:00-05:00,rth_09_30_16_00,rth_open_09_30_11_00,2025-02-14,long,vwap_bull_rejection,22108.0132000000,22122.7500000000,22100.0000000000,22168.2500000000,22100.0000000000,stop,-1.0492310000,0.6703300000,-1.0769230000,22.7500000000,956,0.1366500000,0.0000000000,0.0000000000,8.5772080000,6996,3020,3976,0,0,0,0,0,0,0,0,4112,0,-47.7400105000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-14T14:42:00Z,2025-02-14 14:42:00+00:00,2025-02-14 14:46:00+00:00,2025-02-14T09:42:00-05:00,rth_09_30_16_00,rth_open_09_30_11_00,2025-02-14,short,vwap_bear_rejection,22107.8048000000,22097.2500000000,22110.2500000000,22071.2500000000,22110.2500000000,stop,-1.0861540000,0.2115380000,-1.0576920000,13.0000000000,-550,-0.1167730000,0.0000000000,0.0000000000,1.2785020000,4710,2630,2080,0,0,0,0,0,0,0,0,2561,0,-28.2400040000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-14T15:46:00Z,2025-02-14 15:46:00+00:00,2025-02-14 15:53:00+00:00,2025-02-14T10:46:00-05:00,rth_09_30_16_00,rth_open_09_30_11_00,2025-02-14,long,vwap_bull_rejection,22116.3580000000,22125.0000000000,22117.2500000000,22140.5000000000,22140.5000000000,target,1.8554840000,2.1612900000,-0.3548390000,7.7500000000,831,0.1981870000,0.0000000000,0.0000000000,1.3746190000,4193,1681,2512,0,0,0,0,0,0,0,0,2113,0,28.7600020000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-14T16:26:00Z,2025-02-14 16:26:00+00:00,2025-02-14 16:46:00+00:00,2025-02-14T11:26:00-05:00,rth_09_30_16_00,rth_mid_11_00_11_30,2025-02-14,long,vwap_bull_rejection,22120.7177000000,22131.7500000000,22114.5000000000,22166.2500000000,22138.0000000000,timeout,0.2973910000,0.9420290000,-0.8985510000,17.2500000000,515,0.1407490000,0.0000000000,0.0000000000,1.3266860000,3659,1572,2087,0,0,0,0,0,0,0,0,1880,0,10.2599895000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-14T17:49:00Z,2025-02-14 17:49:00+00:00,2025-02-14 17:53:00+00:00,2025-02-14T12:49:00-05:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-02-14,long,vwap_bull_rejection,22121.1643000000,22128.5000000000,22120.0000000000,22145.5000000000,22145.5000000000,target,1.8682350000,2.4705880000,-0.0588240000,8.5000000000,626,0.3035890000,0.0000000000,0.0000000000,1.2919390000,2062,718,1344,0,0,0,0,0,0,0,0,1097,0,31.7599950000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-16T23:16:00Z,2025-02-16 23:16:00+00:00,2025-02-16 23:18:00+00:00,2025-02-16T18:16:00-05:00,overnight,overnight,2025-02-17,long,vwap_bull_rejection,22218.1792000000,22223.5000000000,22218.7500000000,22233.0000000000,22218.7500000000,stop,-1.2357890000,0.1052630000,-1.7894740000,4.7500000000,396,0.4295010000,0.0000000000,0.0000000000,2.3741470000,922,263,659,0,0,0,0,0,0,0,0,573,0,-11.7399955000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-17T00:53:00Z,2025-02-17 00:53:00+00:00,2025-02-17 01:13:00+00:00,2025-02-16T19:53:00-05:00,overnight,overnight,2025-02-17,long,vwap_bull_rejection,22212.1081000000,22219.2500000000,22212.7500000000,22232.2500000000,22229.0000000000,timeout,1.3276920000,1.6538460000,-0.5769230000,6.5000000000,151,0.3289760000,0.0000000000,0.0000000000,1.2340370000,459,154,305,0,0,0,0,0,0,0,0,199,0,17.2599960000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-17T09:15:00Z,2025-02-17 09:15:00+00:00,2025-02-17 09:21:00+00:00,2025-02-17T04:15:00-05:00,overnight,overnight,2025-02-17,long,vwap_bull_rejection,22241.0339000000,22243.0000000000,22240.0000000000,22249.0000000000,22240.0000000000,stop,-1.3733330000,1.5000000000,-1.5833330000,3.0000000000,79,0.2415900000,0.0000000000,0.0000000000,1.3835410000,327,124,203,0,0,0,0,0,0,0,0,179,0,-8.2399980000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-17T09:41:00Z,2025-02-17 09:41:00+00:00,2025-02-17 09:42:00+00:00,2025-02-17T04:41:00-05:00,overnight,overnight,2025-02-17,long,vwap_bull_rejection,22240.9889000000,22244.5000000000,22239.7500000000,22254.0000000000,22239.7500000000,stop,-1.2357890000,0.3157890000,-2.1578950000,4.7500000000,94,0.3455880000,0.0000000000,0.0000000000,1.7447080000,272,89,183,0,0,0,0,0,0,0,0,143,0,-11.7399955000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-17T17:01:00Z,2025-02-17 17:01:00+00:00,2025-02-17 17:11:00+00:00,2025-02-17T12:01:00-05:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-02-17,short,vwap_bear_rejection,22235.8602000000,22232.7500000000,22237.2500000000,22223.7500000000,22223.7500000000,target,1.7511110000,2.3333330000,-0.5000000000,4.5000000000,-470,-0.3223590000,0.0000000000,0.0000000000,2.9898490000,1458,964,494,0,0,0,0,0,0,0,0,728,0,15.7599990000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-18T00:14:00Z,2025-02-18 00:14:00+00:00,2025-02-18 00:16:00+00:00,2025-02-17T19:14:00-05:00,overnight,overnight,2025-02-18,long,vwap_bull_rejection,22217.0339000000,22219.5000000000,22216.7500000000,22225.0000000000,22225.0000000000,target,1.5927270000,2.8181820000,-0.0909090000,2.7500000000,119,0.5288890000,0.0000000000,0.0000000000,1.2580370000,225,53,172,0,0,0,0,0,0,0,0,102,0,8.7599985000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-18T00:58:00Z,2025-02-18 00:58:00+00:00,2025-02-18 01:18:00+00:00,2025-02-17T19:58:00-05:00,overnight,overnight,2025-02-18,long,vwap_bull_rejection,22218.5061000000,22226.7500000000,22218.2500000000,22243.7500000000,22234.5000000000,timeout,0.7800000000,1.7941180000,-0.0588240000,8.5000000000,142,0.4437500000,0.0000000000,0.0000000000,1.6157540000,320,89,231,0,0,0,0,0,0,0,0,195,0,13.2600000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-18T23:28:00Z,2025-02-18 23:28:00+00:00,2025-02-18 23:36:00+00:00,2025-02-18T18:28:00-05:00,overnight,overnight,2025-02-19,short,vwap_bear_rejection,22243.2858000000,22238.0000000000,22242.7500000000,22228.5000000000,22242.7500000000,stop,-1.2357890000,1.0526320000,-1.7894740000,4.7500000000,-119,-0.5063830000,0.0000000000,0.0000000000,1.3269340000,235,177,58,0,0,0,0,0,0,0,0,127,0,-11.7399955000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-19T05:05:00Z,2025-02-19 05:05:00+00:00,2025-02-19 05:07:00+00:00,2025-02-19T00:05:00-05:00,overnight,overnight,2025-02-19,short,vwap_bear_rejection,22267.2642000000,22265.0000000000,22267.7500000000,22259.5000000000,22259.5000000000,target,1.5927270000,2.5454550000,-0.6363640000,2.7500000000,-19,-0.1085710000,0.0000000000,0.0000000000,1.4444900000,175,97,78,0,0,0,0,0,0,0,0,92,0,8.7599985000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-19T05:07:00Z,2025-02-19 05:07:00+00:00,2025-02-19 05:21:00+00:00,2025-02-19T00:07:00-05:00,overnight,overnight,2025-02-19,short,vwap_bear_rejection,22267.2127000000,22263.7500000000,22267.0000000000,22257.2500000000,22267.0000000000,stop,-1.3446150000,1.5384620000,-1.0000000000,3.2500000000,-215,-0.2909340000,0.0000000000,0.0000000000,5.8697380000,739,477,262,0,0,0,0,0,0,0,0,370,0,-8.7399975000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-19T06:30:00Z,2025-02-19 06:30:00+00:00,2025-02-19 06:44:00+00:00,2025-02-19T01:30:00-05:00,overnight,overnight,2025-02-19,long,vwap_bull_rejection,22266.5460000000,22269.7500000000,22266.2500000000,22276.7500000000,22266.2500000000,stop,-1.3200000000,0.5714290000,-1.0000000000,3.5000000000,210,0.5329950000,0.0000000000,0.0000000000,5.1469630000,394,92,302,0,0,0,0,0,0,0,0,214,0,-9.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-19T08:40:00Z,2025-02-19 08:40:00+00:00,2025-02-19 08:47:00+00:00,2025-02-19T03:40:00-05:00,overnight,overnight,2025-02-19,long,vwap_bull_rejection,22264.4337000000,22271.2500000000,22264.7500000000,22284.2500000000,22264.7500000000,stop,-1.1723080000,0.6923080000,-1.3461540000,6.5000000000,226,0.3434650000,0.0000000000,0.0000000000,2.3075570000,658,216,442,0,0,0,0,0,0,0,0,347,0,-15.2400040000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-19T12:57:00Z,2025-02-19 12:57:00+00:00,2025-02-19 12:59:00+00:00,2025-02-19T07:57:00-05:00,overnight,overnight,2025-02-19,short,vwap_bear_rejection,22250.6819000000,22248.2500000000,22251.0000000000,22242.7500000000,22242.7500000000,target,1.5927270000,2.9090910000,-0.4545450000,2.7500000000,-63,-0.1644910000,0.0000000000,0.0000000000,1.2919550000,383,223,160,0,0,0,0,0,0,0,0,165,0,8.7599985000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-19T12:59:00Z,2025-02-19 12:59:00+00:00,2025-02-19 13:00:00+00:00,2025-02-19T07:59:00-05:00,overnight,overnight,2025-02-19,short,vwap_bear_rejection,22250.6528000000,22242.7500000000,22249.7500000000,22228.7500000000,22228.7500000000,target,1.8400000000,2.2142860000,-0.1071430000,7.0000000000,-252,-0.3181820000,0.0000000000,0.0000000000,2.6408800000,792,522,270,0,0,0,0,0,0,0,0,364,0,25.7600000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-20T00:54:00Z,2025-02-20 00:54:00+00:00,2025-02-20 00:56:00+00:00,2025-02-19T19:54:00-05:00,overnight,overnight,2025-02-20,long,vwap_bull_rejection,22217.6959000000,22219.0000000000,22217.7500000000,22221.5000000000,22221.5000000000,target,1.1040000000,3.2000000000,-0.8000000000,1.2500000000,135,0.4545450000,0.0000000000,0.0000000000,1.5484880000,297,81,216,0,0,0,0,0,0,0,0,152,0,2.7600000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-20T00:56:00Z,2025-02-20 00:56:00+00:00,2025-02-20 01:00:00+00:00,2025-02-19T19:56:00-05:00,overnight,overnight,2025-02-20,long,vwap_bull_rejection,22217.7408000000,22221.0000000000,22217.7500000000,22227.5000000000,22227.5000000000,target,1.6553850000,2.3076920000,0.0000000000,3.2500000000,108,0.3068180000,0.0000000000,0.0000000000,1.9166890000,352,122,230,0,0,0,0,0,0,0,0,171,0,10.7600025000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-20T01:09:00Z,2025-02-20 01:09:00+00:00,2025-02-20 01:10:00+00:00,2025-02-19T20:09:00-05:00,overnight,overnight,2025-02-20,short,vwap_bear_rejection,22218.4674000000,22215.5000000000,22219.0000000000,22208.5000000000,22219.0000000000,stop,-1.3200000000,0.2857140000,-1.0000000000,3.5000000000,-137,-0.4267910000,0.0000000000,0.0000000000,1.2745680000,321,229,92,0,0,0,0,0,0,0,0,166,0,-9.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-20T08:30:00Z,2025-02-20 08:30:00+00:00,2025-02-20 08:33:00+00:00,2025-02-20T03:30:00-05:00,overnight,overnight,2025-02-20,short,vwap_bear_rejection,22182.2148000000,22179.5000000000,22183.5000000000,22171.5000000000,22183.5000000000,stop,-1.2800000000,1.1250000000,-1.0000000000,4.0000000000,-146,-0.3054390000,0.0000000000,0.0000000000,1.3943990000,478,312,166,0,0,0,0,0,0,0,0,270,0,-10.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-20T09:01:00Z,2025-02-20 09:01:00+00:00,2025-02-20 09:02:00+00:00,2025-02-20T04:01:00-05:00,overnight,overnight,2025-02-20,long,vwap_bull_rejection,22182.1023000000,22184.2500000000,22180.7500000000,22191.2500000000,22180.7500000000,stop,-1.3200000000,0.2857140000,-1.2142860000,3.5000000000,101,0.1768830000,0.0000000000,0.0000000000,3.4407950000,571,235,336,0,0,0,0,0,0,0,0,335,0,-9.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-20T09:03:00Z,2025-02-20 09:03:00+00:00,2025-02-20 09:05:00+00:00,2025-02-20T04:03:00-05:00,overnight,overnight,2025-02-20,short,vwap_bear_rejection,22182.0865000000,22178.0000000000,22182.0000000000,22170.0000000000,22182.0000000000,stop,-1.2800000000,0.6250000000,-1.4375000000,4.0000000000,-79,-0.1423420000,0.0000000000,0.0000000000,2.9027200000,555,317,238,0,0,0,0,0,0,0,0,315,0,-10.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-20T11:36:00Z,2025-02-20 11:36:00+00:00,2025-02-20 11:43:00+00:00,2025-02-20T06:36:00-05:00,overnight,overnight,2025-02-20,short,vwap_bear_rejection,22185.4234000000,22178.0000000000,22185.0000000000,22164.0000000000,22185.0000000000,stop,-1.1600000000,0.4285710000,-1.5714290000,7.0000000000,-458,-0.3835850000,0.0000000000,0.0000000000,5.0646870000,1194,826,368,0,0,0,0,0,0,0,0,594,0,-16.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-20T12:01:00Z,2025-02-20 12:01:00+00:00,2025-02-20 12:11:00+00:00,2025-02-20T07:01:00-05:00,overnight,overnight,2025-02-20,long,vwap_bull_rejection,22185.8526000000,22195.0000000000,22182.0000000000,22221.0000000000,22182.0000000000,stop,-1.0861540000,0.5769230000,-1.1346150000,13.0000000000,264,0.1547480000,0.0000000000,0.0000000000,3.7204230000,1706,721,985,0,0,0,0,0,0,0,0,900,0,-28.2400040000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-20T23:24:00Z,2025-02-20 23:24:00+00:00,2025-02-20 23:28:00+00:00,2025-02-20T18:24:00-05:00,overnight,overnight,2025-02-21,short,vwap_bear_rejection,22147.2204000000,22143.5000000000,22148.0000000000,22134.5000000000,22148.0000000000,stop,-1.2488890000,0.2777780000,-1.0000000000,4.5000000000,-144,-0.4000000000,0.0000000000,0.0000000000,1.6853930000,360,252,108,0,0,0,0,0,0,0,0,191,0,-11.2400010000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-20T23:31:00Z,2025-02-20 23:31:00+00:00,2025-02-20 23:33:00+00:00,2025-02-20T18:31:00-05:00,overnight,overnight,2025-02-21,long,vwap_bull_rejection,22147.3910000000,22152.0000000000,22147.7500000000,22160.5000000000,22160.5000000000,target,1.7364710000,2.7058820000,-0.1764710000,4.2500000000,197,0.3738140000,0.0000000000,0.0000000000,2.8114160000,527,165,362,0,0,0,0,0,0,0,0,250,0,14.7600035000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-21T00:02:00Z,2025-02-21 00:02:00+00:00,2025-02-21 00:22:00+00:00,2025-02-20T19:02:00-05:00,overnight,overnight,2025-02-21,long,vwap_bull_rejection,22155.8536000000,22160.5000000000,22155.2500000000,22171.0000000000,22155.2500000000,stop,-1.2133330000,1.6190480000,-2.0952380000,5.2500000000,81,0.2171580000,0.0000000000,0.0000000000,1.6588840000,373,146,227,0,0,0,0,0,0,0,0,223,0,-12.7399965000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-21T01:02:00Z,2025-02-21 01:02:00+00:00,2025-02-21 01:05:00+00:00,2025-02-20T20:02:00-05:00,overnight,overnight,2025-02-21,long,vwap_bull_rejection,22156.1233000000,22160.0000000000,22156.5000000000,22167.0000000000,22156.5000000000,stop,-1.3200000000,0.2142860000,-1.6428570000,3.5000000000,116,0.3717950000,0.0000000000,0.0000000000,2.2715690000,312,98,214,0,0,0,0,0,0,0,0,166,0,-9.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-21T02:49:00Z,2025-02-21 02:49:00+00:00,2025-02-21 03:00:00+00:00,2025-02-20T21:49:00-05:00,overnight,overnight,2025-02-21,long,vwap_bull_rejection,22150.4531000000,22155.2500000000,22150.2500000000,22165.2500000000,22150.2500000000,stop,-1.2240000000,0.6500000000,-1.3000000000,5.0000000000,214,0.4692980000,0.0000000000,0.0000000000,3.7270130000,456,121,335,0,0,0,0,0,0,0,0,257,0,-12.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-21T03:24:00Z,2025-02-21 03:24:00+00:00,2025-02-21 03:26:00+00:00,2025-02-20T22:24:00-05:00,overnight,overnight,2025-02-21,long,vwap_bull_rejection,22150.4742000000,22153.2500000000,22150.7500000000,22158.2500000000,22150.7500000000,stop,-1.4480000000,0.5000000000,-1.1000000000,2.5000000000,44,0.3235290000,0.0000000000,0.0000000000,1.3998970000,136,46,90,0,0,0,0,0,0,0,0,73,0,-7.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-21T03:28:00Z,2025-02-21 03:28:00+00:00,2025-02-21 03:29:00+00:00,2025-02-20T22:28:00-05:00,overnight,overnight,2025-02-21,short,vwap_bear_rejection,22150.4800000000,22148.5000000000,22150.7500000000,22144.0000000000,22150.7500000000,stop,-1.4977780000,0.1111110000,-1.3333330000,2.2500000000,-31,-0.2230220000,0.0000000000,0.0000000000,1.3600780000,139,85,54,0,0,0,0,0,0,0,0,85,0,-6.7400010000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-21T07:52:00Z,2025-02-21 07:52:00+00:00,2025-02-21 07:54:00+00:00,2025-02-21T02:52:00-05:00,overnight,overnight,2025-02-21,long,vwap_bull_rejection,22145.2921000000,22149.5000000000,22144.5000000000,22159.5000000000,22144.5000000000,stop,-1.2240000000,0.0000000000,-1.3000000000,5.0000000000,29,0.1695910000,0.0000000000,0.0000000000,1.2319880000,171,71,100,0,0,0,0,0,0,0,0,120,0,-12.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-21T08:48:00Z,2025-02-21 08:48:00+00:00,2025-02-21 09:08:00+00:00,2025-02-21T03:48:00-05:00,overnight,overnight,2025-02-21,long,vwap_bull_rejection,22142.3966000000,22148.7500000000,22142.2500000000,22161.7500000000,22142.2500000000,stop,-1.1723080000,1.9615380000,-1.0769230000,6.5000000000,181,0.4340530000,0.0000000000,0.0000000000,1.2910220000,417,118,299,0,0,0,0,0,0,0,0,251,0,-15.2400040000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-21T14:32:00Z,2025-02-21 14:32:00+00:00,2025-02-21 14:36:00+00:00,2025-02-21T09:32:00-05:00,rth_09_30_16_00,rth_open_09_30_11_00,2025-02-21,short,vwap_bear_rejection,22169.9929000000,22138.5000000000,22170.0000000000,22075.5000000000,22170.0000000000,stop,-1.0355560000,0.0873020000,-1.2063490000,31.5000000000,-1342,-0.1199070000,0.0000000000,0.0000000000,7.7525720000,11192,6267,4925,0,0,0,0,0,0,0,0,5871,0,-65.2400280000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-23T23:06:00Z,2025-02-23 23:06:00+00:00,2025-02-23 23:26:00+00:00,2025-02-23T18:06:00-05:00,overnight,overnight,2025-02-24,long,vwap_bull_rejection,21704.0064000000,21723.5000000000,21703.5000000000,21763.5000000000,21747.5000000000,timeout,1.1440000000,1.4250000000,-0.2500000000,20.0000000000,161,0.1179490000,0.0000000000,0.0000000000,1.9350720000,1365,602,763,0,0,0,0,0,0,0,0,961,0,45.7600000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-24T02:06:00Z,2025-02-24 02:06:00+00:00,2025-02-24 02:08:00+00:00,2025-02-23T21:06:00-05:00,overnight,overnight,2025-02-24,long,vwap_bull_rejection,21752.7328000000,21759.2500000000,21753.0000000000,21771.7500000000,21753.0000000000,stop,-1.1792000000,0.4400000000,-1.0800000000,6.2500000000,156,0.2191010000,0.0000000000,0.0000000000,2.1358930000,712,278,434,0,0,0,0,0,0,0,0,392,0,-14.7400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-24T10:32:00Z,2025-02-24 10:32:00+00:00,2025-02-24 10:38:00+00:00,2025-02-24T05:32:00-05:00,overnight,overnight,2025-02-24,long,vwap_bull_rejection,21763.4584000000,21771.0000000000,21763.5000000000,21786.0000000000,21763.5000000000,stop,-1.1493330000,0.4000000000,-1.0333330000,7.5000000000,151,0.3803530000,0.0000000000,0.0000000000,1.5510840000,397,123,274,0,0,0,0,0,0,0,0,203,0,-17.2399950000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-24T11:01:00Z,2025-02-24 11:01:00+00:00,2025-02-24 11:21:00+00:00,2025-02-24T06:01:00-05:00,overnight,overnight,2025-02-24,short,vwap_bear_rejection,21763.4617000000,21754.2500000000,21776.0000000000,21710.7500000000,21776.0000000000,stop,-1.0514940000,0.2413790000,-1.0344830000,21.7500000000,-327,-0.1023470000,0.0000000000,0.0000000000,13.6713740000,3195,1761,1434,0,0,0,0,0,0,0,0,1643,0,-45.7399890000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-24T12:04:00Z,2025-02-24 12:04:00+00:00,2025-02-24 12:20:00+00:00,2025-02-24T07:04:00-05:00,overnight,overnight,2025-02-24,short,vwap_bear_rejection,21763.8935000000,21751.7500000000,21762.5000000000,21730.2500000000,21762.5000000000,stop,-1.1041860000,0.8837210000,-1.4418600000,10.7500000000,-425,-0.4665200000,0.0000000000,0.0000000000,2.6471020000,911,668,243,0,0,0,0,0,0,0,0,477,0,-23.7399990000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-24T13:16:00Z,2025-02-24 13:16:00+00:00,2025-02-24 13:36:00+00:00,2025-02-24T08:16:00-05:00,overnight,overnight,2025-02-24,long,vwap_bull_rejection,21763.3450000000,21773.5000000000,21763.0000000000,21794.5000000000,21775.0000000000,timeout,0.0361900000,1.1904760000,-0.7857140000,10.5000000000,107,0.1674490000,0.0000000000,0.0000000000,1.6278180000,639,266,373,0,0,0,0,0,0,0,0,399,0,0.7599900000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-24T14:28:00Z,2025-02-24 14:28:00+00:00,2025-02-24 14:33:00+00:00,2025-02-24T09:28:00-05:00,overnight,overnight,2025-02-24,short,vwap_bear_rejection,21764.9759000000,21742.7500000000,21763.7500000000,21700.7500000000,21763.7500000000,stop,-1.0533330000,0.5119050000,-2.8095240000,21.0000000000,-807,-0.2597360000,0.0000000000,0.0000000000,3.2986520000,3107,1957,1150,0,0,0,0,0,0,0,0,1786,0,-44.2399860000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-24T17:32:00Z,2025-02-24 17:32:00+00:00,2025-02-24 17:37:00+00:00,2025-02-24T12:32:00-05:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-02-24,short,vwap_bear_rejection,21629.4320000000,21611.7500000000,21627.2500000000,21580.7500000000,21627.2500000000,stop,-1.0722580000,0.1451610000,-1.4677420000,15.5000000000,-896,-0.2240000000,0.0000000000,0.0000000000,1.3919340000,4000,2448,1552,0,0,0,0,0,0,0,0,1969,0,-33.2399980000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-24T17:55:00Z,2025-02-24 17:55:00+00:00,2025-02-24 17:57:00+00:00,2025-02-24T12:55:00-05:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-02-24,short,vwap_bear_rejection,21629.6142000000,21614.7500000000,21627.7500000000,21588.7500000000,21627.7500000000,stop,-1.0861540000,0.1923080000,-1.4615380000,13.0000000000,-534,-0.1683480000,0.0000000000,0.0000000000,1.6906960000,3172,1853,1319,0,0,0,0,0,0,0,0,1591,0,-28.2400040000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-24T23:10:00Z,2025-02-24 23:10:00+00:00,2025-02-24 23:11:00+00:00,2025-02-24T18:10:00-05:00,overnight,overnight,2025-02-25,short,vwap_bear_rejection,21438.3754000000,21434.5000000000,21437.0000000000,21429.5000000000,21437.0000000000,stop,-1.4480000000,0.7000000000,-3.0000000000,2.5000000000,-86,-0.1339560000,0.0000000000,0.0000000000,1.4801150000,642,364,278,0,0,0,0,0,0,0,0,341,0,-7.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-24T23:32:00Z,2025-02-24 23:32:00+00:00,2025-02-24 23:35:00+00:00,2025-02-24T18:32:00-05:00,overnight,overnight,2025-02-25,short,vwap_bear_rejection,21434.4603000000,21427.2500000000,21436.0000000000,21409.7500000000,21409.7500000000,target,1.8720000000,3.7428570000,-0.0857140000,8.7500000000,-44,-0.1202190000,0.0000000000,0.0000000000,1.3043480000,366,205,161,0,0,0,0,0,0,0,0,198,0,32.7600000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-25T02:26:00Z,2025-02-25 02:26:00+00:00,2025-02-25 02:31:00+00:00,2025-02-24T21:26:00-05:00,overnight,overnight,2025-02-25,long,vwap_bull_rejection,21423.7999000000,21429.5000000000,21422.7500000000,21443.0000000000,21422.7500000000,stop,-1.1659260000,0.7777780000,-1.4074070000,6.7500000000,105,0.1674640000,0.0000000000,0.0000000000,1.6646750000,627,261,366,0,0,0,0,0,0,0,0,404,0,-15.7400010000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-25T04:52:00Z,2025-02-25 04:52:00+00:00,2025-02-25 04:59:00+00:00,2025-02-24T23:52:00-05:00,overnight,overnight,2025-02-25,long,vwap_bull_rejection,21425.0991000000,21425.2500000000,21422.2500000000,21431.2500000000,21422.2500000000,stop,-1.3733330000,0.9166670000,-2.0000000000,3.0000000000,33,0.1061090000,0.0000000000,0.0000000000,2.3560610000,311,139,172,0,0,0,0,0,0,0,0,156,0,-8.2399980000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-25T04:59:00Z,2025-02-25 04:59:00+00:00,2025-02-25 05:01:00+00:00,2025-02-24T23:59:00-05:00,overnight,overnight,2025-02-25,short,vwap_bear_rejection,21425.0964000000,21423.2500000000,21424.7500000000,21420.2500000000,21424.7500000000,stop,-1.7466670000,1.5000000000,-2.3333330000,1.5000000000,-47,-0.1887550000,0.0000000000,0.0000000000,1.6616620000,249,148,101,0,0,0,0,0,0,0,0,130,0,-5.2400010000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-25T07:01:00Z,2025-02-25 07:01:00+00:00,2025-02-25 07:02:00+00:00,2025-02-25T02:01:00-05:00,overnight,overnight,2025-02-25,short,vwap_bear_rejection,21425.4004000000,21419.2500000000,21425.5000000000,21406.7500000000,21406.7500000000,target,1.8208000000,2.1600000000,0.0000000000,6.2500000000,-76,-0.1148040000,0.0000000000,0.0000000000,2.2570750000,662,369,293,0,0,0,0,0,0,0,0,378,0,22.7600000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-25T11:46:00Z,2025-02-25 11:46:00+00:00,2025-02-25 12:06:00+00:00,2025-02-25T06:46:00-05:00,overnight,overnight,2025-02-25,short,vwap_bear_rejection,21381.9694000000,21370.2500000000,21380.5000000000,21349.7500000000,21377.7500000000,timeout,-0.8409760000,1.0975610000,-0.8780490000,10.2500000000,-108,-0.1020790000,0.0000000000,0.0000000000,1.7471720000,1058,583,475,0,0,0,0,0,0,0,0,630,0,-17.2400080000
