instrument,timeframe,variant,signal_time,entry_time,exit_time,entry_session_time,session_rollup,rth_segment,trading_day,direction,reason,level,entry,stop,target,exit,outcome,r,mfe_r,mae_r,risk_points,delta,delta_pct,depth_imbalance,wick_ratio,volume_ratio,signal_volume,bid_volume,ask_volume,depth_bid_churn,depth_ask_churn,top_bid_churn,top_ask_churn,quote_bid_churn,quote_ask_churn,bid_quote_updates,ask_quote_updates,signal_trades,signal_depth_rows,pnl
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-25T14:26:00Z,2025-02-25 14:26:00+00:00,2025-02-25 14:30:00+00:00,2025-02-25T09:26:00-05:00,overnight,overnight,2025-02-25,short,vwap_bear_rejection,21387.5782000000,21370.0000000000,21387.7500000000,21334.5000000000,21387.7500000000,stop,-1.0630990000,0.6760560000,-1.8309860000,17.7500000000,-638,-0.1471400000,0.0000000000,0.0000000000,5.1234790000,4336,2487,1849,0,0,0,0,0,0,0,0,2647,0,-37.7400145000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-25T14:41:00Z,2025-02-25 14:41:00+00:00,2025-02-25 14:52:00+00:00,2025-02-25T09:41:00-05:00,rth_09_30_16_00,rth_open_09_30_11_00,2025-02-25,short,vwap_bear_rejection,21382.1320000000,21342.7500000000,21378.2500000000,21271.7500000000,21271.7500000000,target,1.9684510000,2.5422540000,-0.6197180000,35.5000000000,-1228,-0.1439290000,0.0000000000,0.0000000000,1.4417150000,8532,4880,3652,0,0,0,0,0,0,0,0,4704,0,139.7600210000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-25T18:40:00Z,2025-02-25 18:40:00+00:00,2025-02-25 18:42:00+00:00,2025-02-25T13:40:00-05:00,rth_09_30_16_00,rth_afternoon_13_30_15_00,2025-02-25,long,vwap_bull_rejection,21230.0066000000,21243.2500000000,21231.2500000000,21267.2500000000,21231.2500000000,stop,-1.0933330000,0.3750000000,-1.2083330000,12.0000000000,452,0.1182010000,0.0000000000,0.0000000000,1.4073830000,3824,1686,2138,0,0,0,0,0,0,0,0,2085,0,-26.2399920000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-25T23:37:00Z,2025-02-25 23:37:00+00:00,2025-02-25 23:42:00+00:00,2025-02-25T18:37:00-05:00,overnight,overnight,2025-02-26,short,vwap_bear_rejection,21225.3039000000,21222.0000000000,21225.5000000000,21215.0000000000,21225.5000000000,stop,-1.3200000000,1.8571430000,-1.0000000000,3.5000000000,-73,-0.2654550000,0.0000000000,0.0000000000,1.5777400000,275,174,101,0,0,0,0,0,0,0,0,160,0,-9.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-25T23:46:00Z,2025-02-25 23:46:00+00:00,2025-02-25 23:48:00+00:00,2025-02-25T18:46:00-05:00,overnight,overnight,2025-02-26,short,vwap_bear_rejection,21224.6965000000,21217.2500000000,21224.2500000000,21203.2500000000,21224.2500000000,stop,-1.1600000000,0.8928570000,-1.0000000000,7.0000000000,-76,-0.3064520000,0.0000000000,0.0000000000,1.3793100000,248,162,86,0,0,0,0,0,0,0,0,148,0,-16.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-26T00:03:00Z,2025-02-26 00:03:00+00:00,2025-02-26 00:08:00+00:00,2025-02-25T19:03:00-05:00,overnight,overnight,2025-02-26,long,vwap_bull_rejection,21223.9887000000,21232.0000000000,21224.7500000000,21246.5000000000,21224.7500000000,stop,-1.1544830000,0.7241380000,-1.3103450000,7.2500000000,144,0.4114290000,0.0000000000,0.0000000000,1.6489990000,350,103,247,0,0,0,0,0,0,0,0,184,0,-16.7400035000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-26T12:57:00Z,2025-02-26 12:57:00+00:00,2025-02-26 13:05:00+00:00,2025-02-26T07:57:00-05:00,overnight,overnight,2025-02-26,long,vwap_bull_rejection,21272.1564000000,21284.5000000000,21273.5000000000,21306.5000000000,21273.5000000000,stop,-1.1018180000,1.2727270000,-1.0454550000,11.0000000000,135,0.1773980000,0.0000000000,0.0000000000,1.3190050000,761,313,448,0,0,0,0,0,0,0,0,448,0,-24.2399960000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-26T17:51:00Z,2025-02-26 17:51:00+00:00,2025-02-26 17:52:00+00:00,2025-02-26T12:51:00-05:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-02-26,short,vwap_bear_rejection,21306.4748000000,21303.5000000000,21308.2500000000,21294.0000000000,21294.0000000000,target,1.7642110000,4.7368420000,-0.0526320000,4.7500000000,-764,-0.1868880000,0.0000000000,0.0000000000,1.2360720000,4088,2426,1662,0,0,0,0,0,0,0,0,2271,0,16.7600045000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-26T21:25:00Z,2025-02-26 21:25:00+00:00,2025-02-26 21:27:00+00:00,2025-02-26T16:25:00-05:00,overnight,overnight,2025-02-26,short,vwap_bear_rejection,21261.9738000000,21244.0000000000,21260.7500000000,21210.5000000000,21210.5000000000,target,1.9331340000,3.0000000000,-0.4029850000,16.7500000000,-231,-0.1161390000,0.0000000000,0.0000000000,1.3262210000,1989,1110,879,0,0,0,0,0,0,0,0,1166,0,64.7599890000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-26T23:21:00Z,2025-02-26 23:21:00+00:00,2025-02-26 23:23:00+00:00,2025-02-26T18:21:00-05:00,overnight,overnight,2025-02-27,short,vwap_bear_rejection,21236.1429000000,21230.5000000000,21235.2500000000,21221.0000000000,21221.0000000000,target,1.7642110000,5.7368420000,-0.5263160000,4.7500000000,-128,-0.1070230000,0.0000000000,0.0000000000,1.9638750000,1196,662,534,0,0,0,0,0,0,0,0,667,0,16.7600045000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-27T01:41:00Z,2025-02-27 01:41:00+00:00,2025-02-27 01:45:00+00:00,2025-02-26T20:41:00-05:00,overnight,overnight,2025-02-27,long,vwap_bull_rejection,21180.3480000000,21190.7500000000,21180.7500000000,21210.7500000000,21180.7500000000,stop,-1.1120000000,0.2000000000,-1.4500000000,10.0000000000,150,0.2373420000,0.0000000000,0.0000000000,1.2741940000,632,241,391,0,0,0,0,0,0,0,0,379,0,-22.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-27T02:16:00Z,2025-02-27 02:16:00+00:00,2025-02-27 02:20:00+00:00,2025-02-26T21:16:00-05:00,overnight,overnight,2025-02-27,short,vwap_bear_rejection,21179.4726000000,21174.0000000000,21181.0000000000,21160.0000000000,21181.0000000000,stop,-1.1600000000,0.4642860000,-1.9285710000,7.0000000000,-164,-0.2240440000,0.0000000000,0.0000000000,1.6414400000,732,448,284,0,0,0,0,0,0,0,0,429,0,-16.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-27T02:20:00Z,2025-02-27 02:20:00+00:00,2025-02-27 02:22:00+00:00,2025-02-26T21:20:00-05:00,overnight,overnight,2025-02-27,long,vwap_bull_rejection,21179.4614000000,21185.2500000000,21178.7500000000,21198.2500000000,21198.2500000000,target,1.8276920000,3.3461540000,0.0000000000,6.5000000000,91,0.1320750000,0.0000000000,0.0000000000,1.4520550000,689,299,390,0,0,0,0,0,0,0,0,432,0,23.7599960000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-27T23:05:00Z,2025-02-27 23:05:00+00:00,2025-02-27 23:12:00+00:00,2025-02-27T18:05:00-05:00,overnight,overnight,2025-02-28,long,vwap_bull_rejection,20661.9946000000,20670.0000000000,20659.7500000000,20690.5000000000,20659.7500000000,stop,-1.1092680000,0.2682930000,-1.6585370000,10.2500000000,187,0.2558140000,0.0000000000,0.0000000000,1.4190040000,731,272,459,0,0,0,0,0,0,0,0,446,0,-22.7399940000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-27T23:31:00Z,2025-02-27 23:31:00+00:00,2025-02-27 23:34:00+00:00,2025-02-27T18:31:00-05:00,overnight,overnight,2025-02-28,long,vwap_bull_rejection,20658.0610000000,20668.2500000000,20657.7500000000,20689.2500000000,20657.7500000000,stop,-1.1066670000,0.4523810000,-1.0714290000,10.5000000000,230,0.3176800000,0.0000000000,0.0000000000,1.8744340000,724,247,477,0,0,0,0,0,0,0,0,450,0,-23.2400070000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-27T23:46:00Z,2025-02-27 23:46:00+00:00,2025-02-27 23:47:00+00:00,2025-02-27T18:46:00-05:00,overnight,overnight,2025-02-28,short,vwap_bear_rejection,20661.3258000000,20656.5000000000,20660.5000000000,20648.5000000000,20660.5000000000,stop,-1.2800000000,1.0625000000,-1.3125000000,4.0000000000,-181,-0.2000000000,0.0000000000,0.0000000000,1.8503370000,905,543,362,0,0,0,0,0,0,0,0,479,0,-10.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-27T23:56:00Z,2025-02-27 23:56:00+00:00,2025-02-28 00:01:00+00:00,2025-02-27T18:56:00-05:00,overnight,overnight,2025-02-28,long,vwap_bull_rejection,20661.6590000000,20666.7500000000,20661.5000000000,20677.2500000000,20677.2500000000,target,1.7866670000,3.3333330000,-0.1428570000,5.2500000000,256,0.3350790000,0.0000000000,0.0000000000,1.3349640000,764,254,510,0,0,0,0,0,0,0,0,427,0,18.7600035000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-28T01:22:00Z,2025-02-28 01:22:00+00:00,2025-02-28 01:24:00+00:00,2025-02-27T20:22:00-05:00,overnight,overnight,2025-02-28,long,vwap_bull_rejection,20656.0707000000,20664.7500000000,20657.5000000000,20679.2500000000,20657.5000000000,stop,-1.1544830000,0.3448280000,-1.1379310000,7.2500000000,245,0.3695320000,0.0000000000,0.0000000000,1.2951750000,663,209,454,0,0,0,0,0,0,0,0,271,0,-16.7400035000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-28T02:00:00Z,2025-02-28 02:00:00+00:00,2025-02-28 02:01:00+00:00,2025-02-27T21:00:00-05:00,overnight,overnight,2025-02-28,short,vwap_bear_rejection,20638.4485000000,20625.7500000000,20639.0000000000,20599.2500000000,20639.0000000000,stop,-1.0845280000,1.4150940000,-1.5094340000,13.2500000000,-316,-0.2476490000,0.0000000000,0.0000000000,1.8371610000,1276,796,480,0,0,0,0,0,0,0,0,761,0,-28.7399920000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-28T05:01:00Z,2025-02-28 05:01:00+00:00,2025-02-28 05:21:00+00:00,2025-02-28T00:01:00-05:00,overnight,overnight,2025-02-28,long,vwap_bull_rejection,20611.8357000000,20627.7500000000,20612.5000000000,20658.2500000000,20631.5000000000,timeout,0.1724590000,1.1803280000,-0.1967210000,15.2500000000,174,0.1161550000,0.0000000000,0.0000000000,2.8724830000,1498,662,836,0,0,0,0,0,0,0,0,963,0,5.2599995000
MNQ DATABENTO,1,vwap_delta_rejection,2025-02-28T18:56:00Z,2025-02-28 18:56:00+00:00,2025-02-28 19:16:00+00:00,2025-02-28T13:56:00-05:00,rth_09_30_16_00,rth_afternoon_13_30_15_00,2025-02-28,short,vwap_bear_rejection,20630.9503000000,20598.7500000000,20631.5000000000,20533.2500000000,20571.2500000000,timeout,0.8054960000,1.8778630000,-0.3053440000,32.7500000000,-1142,-0.2414380000,0.0000000000,0.0000000000,1.2080970000,4730,2936,1794,0,0,0,0,0,0,0,0,2592,0,52.7599880000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-02T23:06:00Z,2025-03-02 23:06:00+00:00,2025-03-02 23:09:00+00:00,2025-03-02T18:06:00-05:00,overnight,overnight,2025-03-03,long,vwap_bull_rejection,20988.4097000000,20991.5000000000,20983.0000000000,21008.5000000000,21008.5000000000,target,1.8682350000,2.3823530000,-0.3823530000,8.5000000000,338,0.1782700000,0.0000000000,0.0000000000,3.0759250000,1896,779,1117,0,0,0,0,0,0,0,0,1263,0,31.7599950000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-03T01:55:00Z,2025-03-03 01:55:00+00:00,2025-03-03 02:02:00+00:00,2025-03-02T20:55:00-05:00,overnight,overnight,2025-03-03,long,vwap_bull_rejection,20931.1346000000,20938.0000000000,20930.2500000000,20953.5000000000,20953.5000000000,target,1.8554840000,2.0322580000,-0.1612900000,7.7500000000,361,0.2853750000,0.0000000000,0.0000000000,2.2361680000,1265,452,813,0,0,0,0,0,0,0,0,580,0,28.7600020000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-03T02:36:00Z,2025-03-03 02:36:00+00:00,2025-03-03 02:48:00+00:00,2025-03-02T21:36:00-05:00,overnight,overnight,2025-03-03,long,vwap_bull_rejection,20932.5152000000,20942.7500000000,20932.2500000000,20963.7500000000,20932.2500000000,stop,-1.1066670000,0.5000000000,-1.0000000000,10.5000000000,283,0.3670560000,0.0000000000,0.0000000000,1.8018230000,771,244,527,0,0,0,0,0,0,0,0,398,0,-23.2400070000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-03T14:50:00Z,2025-03-03 14:50:00+00:00,2025-03-03 14:57:00+00:00,2025-03-03T09:50:00-05:00,rth_09_30_16_00,rth_open_09_30_11_00,2025-03-03,short,vwap_bear_rejection,20988.7877000000,20941.2500000000,20986.2500000000,20851.2500000000,20851.2500000000,target,1.9751110000,2.0944440000,-0.5055560000,45.0000000000,-2268,-0.1755960000,0.0000000000,0.0000000000,1.4424350000,12916,7592,5324,0,0,0,0,0,0,0,0,7122,0,177.7599900000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-03T15:31:00Z,2025-03-03 15:31:00+00:00,2025-03-03 15:32:00+00:00,2025-03-03T10:31:00-05:00,rth_09_30_16_00,rth_open_09_30_11_00,2025-03-03,long,vwap_bull_rejection,20950.9043000000,20971.0000000000,20952.2500000000,21008.5000000000,20952.2500000000,stop,-1.0597330000,0.3466670000,-1.3066670000,18.7500000000,1540,0.1317590000,0.0000000000,0.0000000000,1.6994180000,11688,5074,6614,0,0,0,0,0,0,0,0,6960,0,-39.7399875000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-03T17:46:00Z,2025-03-03 17:46:00+00:00,2025-03-03 17:55:00+00:00,2025-03-03T12:46:00-05:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-03-03,short,vwap_bear_rejection,20938.6474000000,20918.2500000000,20939.5000000000,20875.7500000000,20875.7500000000,target,1.9472940000,2.4352940000,-0.1529410000,21.2500000000,-834,-0.2239530000,0.0000000000,0.0000000000,1.6014790000,3724,2279,1445,0,0,0,0,0,0,0,0,1992,0,82.7599950000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-04T00:08:00Z,2025-03-04 00:08:00+00:00,2025-03-04 00:09:00+00:00,2025-03-03T19:08:00-05:00,overnight,overnight,2025-03-04,long,vwap_bull_rejection,20521.2925000000,20524.5000000000,20522.2500000000,20529.0000000000,20522.2500000000,stop,-1.4977780000,1.3333330000,-3.8888890000,2.2500000000,152,0.1862750000,0.0000000000,0.0000000000,1.2828170000,816,332,484,0,0,0,0,0,0,0,0,436,0,-6.7400010000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-04T00:10:00Z,2025-03-04 00:10:00+00:00,2025-03-04 00:18:00+00:00,2025-03-03T19:10:00-05:00,overnight,overnight,2025-03-04,short,vwap_bear_rejection,20520.8630000000,20499.5000000000,20521.0000000000,20456.5000000000,20521.0000000000,stop,-1.0520930000,0.3139530000,-1.1162790000,21.5000000000,-385,-0.3232580000,0.0000000000,0.0000000000,1.8642870000,1191,788,403,0,0,0,0,0,0,0,0,681,0,-45.2399990000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-04T00:53:00Z,2025-03-04 00:53:00+00:00,2025-03-04 00:57:00+00:00,2025-03-03T19:53:00-05:00,overnight,overnight,2025-03-04,long,vwap_bull_rejection,20518.9227000000,20528.5000000000,20520.0000000000,20545.5000000000,20545.5000000000,target,1.8682350000,2.1470590000,-0.4117650000,8.5000000000,126,0.1012860000,0.0000000000,0.0000000000,1.8845630000,1244,559,685,0,0,0,0,0,0,0,0,801,0,31.7599950000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-04T01:19:00Z,2025-03-04 01:19:00+00:00,2025-03-04 01:21:00+00:00,2025-03-03T20:19:00-05:00,overnight,overnight,2025-03-04,short,vwap_bear_rejection,20522.6709000000,20514.7500000000,20521.5000000000,20501.2500000000,20501.2500000000,target,1.8340740000,2.8888890000,-0.1481480000,6.7500000000,-212,-0.2535890000,0.0000000000,0.0000000000,1.2308600000,836,524,312,0,0,0,0,0,0,0,0,493,0,24.7599990000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-04T17:22:00Z,2025-03-04 17:22:00+00:00,2025-03-04 17:42:00+00:00,2025-03-04T12:22:00-05:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-03-04,long,vwap_bull_rejection,20322.4457000000,20369.7500000000,20326.5000000000,20456.2500000000,20368.2500000000,timeout,-0.0605780000,1.4566470000,-0.9017340000,43.2500000000,1244,0.2535670000,0.0000000000,0.0000000000,1.4806770000,4906,1831,3075,0,0,0,0,0,0,0,0,2862,0,-5.2399970000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-04T23:04:00Z,2025-03-04 23:04:00+00:00,2025-03-04 23:24:00+00:00,2025-03-04T18:04:00-05:00,overnight,overnight,2025-03-05,long,vwap_bull_rejection,20547.0793000000,20564.2500000000,20549.5000000000,20593.7500000000,20558.0000000000,timeout,-0.4996610000,0.8305080000,-0.7796610000,14.7500000000,140,0.2928870000,0.0000000000,0.0000000000,1.2207890000,478,169,309,0,0,0,0,0,0,0,0,358,0,-14.7399995000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-04T23:49:00Z,2025-03-04 23:49:00+00:00,2025-03-04 23:51:00+00:00,2025-03-04T18:49:00-05:00,overnight,overnight,2025-03-05,short,vwap_bear_rejection,20569.3638000000,20562.7500000000,20569.5000000000,20549.2500000000,20569.5000000000,stop,-1.1659260000,0.3333330000,-1.5555560000,6.7500000000,-116,-0.2213740000,0.0000000000,0.0000000000,1.2713820000,524,320,204,0,0,0,0,0,0,0,0,350,0,-15.7400010000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-05T00:15:00Z,2025-03-05 00:15:00+00:00,2025-03-05 00:16:00+00:00,2025-03-04T19:15:00-05:00,overnight,overnight,2025-03-05,short,vwap_bear_rejection,20570.8515000000,20566.2500000000,20570.0000000000,20558.7500000000,20558.7500000000,target,1.7013330000,2.6666670000,-0.8000000000,3.7500000000,-154,-0.2769780000,0.0000000000,0.0000000000,1.2273730000,556,355,201,0,0,0,0,0,0,0,0,320,0,12.7599975000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-05T00:16:00Z,2025-03-05 00:16:00+00:00,2025-03-05 00:23:00+00:00,2025-03-04T19:16:00-05:00,overnight,overnight,2025-03-05,short,vwap_bear_rejection,20570.6012000000,20556.2500000000,20569.5000000000,20529.7500000000,20529.7500000000,target,1.9154720000,2.0943400000,-0.3207550000,13.2500000000,-94,-0.1205130000,0.0000000000,0.0000000000,1.6691630000,780,437,343,0,0,0,0,0,0,0,0,505,0,50.7600080000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-05T03:39:00Z,2025-03-05 03:39:00+00:00,2025-03-05 03:41:00+00:00,2025-03-04T22:39:00-05:00,overnight,overnight,2025-03-05,short,vwap_bear_rejection,20519.2006000000,20507.0000000000,20518.0000000000,20485.0000000000,20518.0000000000,stop,-1.1018180000,0.3409090000,-1.0454550000,11.0000000000,-247,-0.2477430000,0.0000000000,0.0000000000,1.9713300000,997,622,375,0,0,0,0,0,0,0,0,612,0,-24.2399960000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-05T05:19:00Z,2025-03-05 05:19:00+00:00,2025-03-05 05:20:00+00:00,2025-03-05T00:19:00-05:00,overnight,overnight,2025-03-05,short,vwap_bear_rejection,20522.6878000000,20518.0000000000,20521.5000000000,20511.0000000000,20521.5000000000,stop,-1.3200000000,0.1428570000,-1.5000000000,3.5000000000,-96,-0.1912350000,0.0000000000,0.0000000000,1.6415960000,502,299,203,0,0,0,0,0,0,0,0,307,0,-9.2400000000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-05T06:31:00Z,2025-03-05 06:31:00+00:00,2025-03-05 06:32:00+00:00,2025-03-05T01:31:00-05:00,overnight,overnight,2025-03-05,long,vwap_bull_rejection,20524.0692000000,20527.5000000000,20523.7500000000,20535.0000000000,20523.7500000000,stop,-1.2986670000,0.0000000000,-1.1333330000,3.7500000000,74,0.1712960000,0.0000000000,0.0000000000,1.4333110000,432,179,253,0,0,0,0,0,0,0,0,289,0,-9.7400025000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-05T08:06:00Z,2025-03-05 08:06:00+00:00,2025-03-05 08:10:00+00:00,2025-03-05T03:06:00-05:00,overnight,overnight,2025-03-05,long,vwap_bull_rejection,20527.1729000000,20533.0000000000,20521.7500000000,20555.5000000000,20521.7500000000,stop,-1.0995560000,0.6000000000,-1.6888890000,11.2500000000,118,0.1031470000,0.0000000000,0.0000000000,1.9317800000,1144,513,631,0,0,0,0,0,0,0,0,588,0,-24.7400100000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-05T08:10:00Z,2025-03-05 08:10:00+00:00,2025-03-05 08:11:00+00:00,2025-03-05T03:10:00-05:00,overnight,overnight,2025-03-05,short,vwap_bear_rejection,20527.1893000000,20517.7500000000,20527.5000000000,20498.2500000000,20527.5000000000,stop,-1.1148720000,0.4871790000,-1.1794870000,9.7500000000,-268,-0.2384340000,0.0000000000,0.0000000000,1.6639530000,1124,696,428,0,0,0,0,0,0,0,0,669,0,-21.7400040000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-05T10:58:00Z,2025-03-05 10:58:00+00:00,2025-03-05 11:03:00+00:00,2025-03-05T05:58:00-05:00,overnight,overnight,2025-03-05,long,vwap_bull_rejection,20539.7991000000,20555.5000000000,20539.0000000000,20588.5000000000,20539.0000000000,stop,-1.0678790000,0.0909090000,-1.0909090000,16.5000000000,101,0.1164940000,0.0000000000,0.0000000000,1.6118240000,867,383,484,0,0,0,0,0,0,0,0,498,0,-35.2400070000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-05T11:09:00Z,2025-03-05 11:09:00+00:00,2025-03-05 11:10:00+00:00,2025-03-05T06:09:00-05:00,overnight,overnight,2025-03-05,short,vwap_bear_rejection,20539.8477000000,20535.0000000000,20540.5000000000,20524.0000000000,20540.5000000000,stop,-1.2036360000,0.1363640000,-1.6363640000,5.5000000000,-145,-0.1346330000,0.0000000000,0.0000000000,2.0841800000,1077,611,466,0,0,0,0,0,0,0,0,609,0,-13.2399960000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-05T11:44:00Z,2025-03-05 11:44:00+00:00,2025-03-05 11:52:00+00:00,2025-03-05T06:44:00-05:00,overnight,overnight,2025-03-05,long,vwap_bull_rejection,20539.9044000000,20551.7500000000,20539.5000000000,20576.2500000000,20539.5000000000,stop,-1.0914290000,0.4897960000,-1.8979590000,12.2500000000,116,0.2416670000,0.0000000000,0.0000000000,1.2121210000,480,182,298,0,0,0,0,0,0,0,0,293,0,-26.7400105000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-05T17:23:00Z,2025-03-05 17:23:00+00:00,2025-03-05 17:43:00+00:00,2025-03-05T12:23:00-05:00,rth_09_30_16_00,rth_lunch_11_30_13_30,2025-03-05,long,vwap_bull_rejection,20418.7073000000,20453.2500000000,20423.5000000000,20512.7500000000,20507.5000000000,timeout,1.7858820000,1.9747900000,-0.6722690000,29.7500000000,847,0.1944000000,0.0000000000,0.0000000000,1.2379070000,4357,1755,2602,0,0,0,0,0,0,0,0,2437,0,106.2599790000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-05T23:11:00Z,2025-03-05 23:11:00+00:00,2025-03-05 23:23:00+00:00,2025-03-05T18:11:00-05:00,overnight,overnight,2025-03-06,long,vwap_bull_rejection,20622.0894000000,20629.7500000000,20622.2500000000,20644.7500000000,20622.2500000000,stop,-1.1493330000,1.8333330000,-1.5666670000,7.5000000000,57,0.1151520000,0.0000000000,0.0000000000,1.7013230000,495,219,276,0,0,0,0,0,0,0,0,295,0,-17.2399950000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-06T02:18:00Z,2025-03-06 02:18:00+00:00,2025-03-06 02:23:00+00:00,2025-03-05T21:18:00-05:00,overnight,overnight,2025-03-06,short,vwap_bear_rejection,20612.3085000000,20608.5000000000,20613.7500000000,20598.0000000000,20598.0000000000,target,1.7866670000,3.3333330000,-0.2380950000,5.2500000000,-170,-0.4644810000,0.0000000000,0.0000000000,1.2969530000,366,268,98,0,0,0,0,0,0,0,0,220,0,18.7600035000
MNQ DATABENTO,1,vwap_delta_rejection,2025-03-06T05:51:00Z,2025-03-06 05:51:00+00:00,2025-03-06 05:52:00+00:00,2025-03-06T00:51:00-05:00,overnight,overnight,2025-03-06,short,vwap_bear_rejection,20615.1608000000,20610.5000000000,20615.0000000000,20601.5000000000,20615.0000000000,stop,-1.2488890000,0.1111110000,-1.1666670000,4.5000000000,-49,-0.1372550000,0.0000000000,0.0000000000,1.3991770000,357,203,154,0,0,0,0,0,0,0,0,216,0,-11.2400010000
