root,session_date,coiled_cohort,globex_state,globex_range_ratio,rth_morning_range_div_atr20,closed_outside_globex_range,failed_breakout_reentry,lunch_cohort,morning_state,morning_range_ratio,lunch_range_div_morning_range,lunch_range_contraction,trend_continuation_failure,vwap_cross,inside_state,inside_sub_state,rest_rth_range_div_first_hour_range,new_rth_high_or_low_after_10_30,new_session_high_or_low_after_10_30,chop_index,first_hour_vwap_cross_count,year,month,week,eligible_primary_states
MNQ,2023-04-20,primary_2023_2025,neutral,1.1869747899159664,0.6349656296506272,False,False,primary_2023_2025,standard,0.9256198347107438,0.8482142857142857,False,False,True,trapped,trapped,1.67688679245283,True,True,0.4842767295597484,18,2023,2023-04,2023-W16,True
MNQ,2023-04-21,primary_2023_2025,neutral,0.8442622950819673,0.5660511869965067,False,True,primary_2023_2025,standard,0.8202479338842975,0.5944584382871536,False,False,False,broken,broken_down,1.1889168765743072,True,True,0.5587301587301587,6,2023,2023-04,2023-W16,True
MNQ,2023-04-24,primary_2023_2025,neutral,0.7163865546218487,0.8474706379058877,True,False,primary_2023_2025,standard,1.1548117154811717,0.6014492753623188,False,True,False,broken,broken_up,1.634375,True,True,0.5172413793103449,1,2023,2023-04,2023-W17,True
MNQ,2023-04-25,primary_2023_2025,neutral,0.7987012987012987,0.5396875493135552,True,False,primary_2023_2025,standard,0.7066115702479339,1.131578947368421,False,False,False,broken,broken_down,2.1464968152866244,True,True,0.4813664596273292,0,2023,2023-04,2023-W17,True
MNQ,2023-04-26,primary_2023_2025,neutral,1.025287356321839,0.6041431261770245,False,False,primary_2023_2025,standard,0.855923159018143,1.0623441396508728,False,True,True,trapped,trapped,2.090909090909091,True,True,0.5015576323987538,15,2023,2023-04,2023-W17,True
MNQ,2023-04-27,primary_2023_2025,neutral,0.9778761061946902,0.7955140186915888,True,False,primary_2023_2025,standard,1.176991150442478,0.6954887218045113,False,False,False,broken,broken_up,2.2888888888888888,True,True,0.5295950155763239,0,2023,2023-04,2023-W17,True
MNQ,2023-04-28,primary_2023_2025,compression,0.6058558558558559,0.6815295611683363,False,True,primary_2023_2025,standard,1.030949839914621,0.639751552795031,False,True,True,broken,broken_up,1.1753653444676408,True,True,0.5109717868338558,9,2023,2023-04,2023-W17,True
MNQ,2023-05-01,primary_2023_2025,neutral,0.7681498829039812,0.4480218695421064,True,False,primary_2023_2025,standard,0.6120331950207469,1.3627118644067795,False,True,True,broken,broken_down,2.1384615384615384,True,True,0.5403726708074534,37,2023,2023-05,2023-W18,True
MNQ,2023-05-02,primary_2023_2025,compression,0.6229508196721312,1.1764705882352942,True,False,primary_2023_2025,exhaustion,1.6755602988260403,0.5656050955414013,False,True,True,broken,broken_down,0.956896551724138,True,True,0.5157232704402516,0,2023,2023-05,2023-W18,True
MNQ,2023-05-03,primary_2023_2025,neutral,0.7049180327868853,0.3601922938939513,False,True,primary_2023_2025,standard,0.520746887966805,0.9083665338645418,False,True,True,broken,broken_up,4.0,True,True,0.4921630094043887,49,2023,2023-05,2023-W18,True
MNQ,2023-05-04,primary_2023_2025,neutral,1.2948557089084065,0.5973952434881087,False,True,primary_2023_2025,standard,0.9065520945220192,0.9549763033175356,False,True,True,broken,broken_down,1.588957055214724,True,True,0.4938650306748466,51,2023,2023-05,2023-W18,True
MNQ,2023-05-05,primary_2023_2025,neutral,0.882903981264637,0.8717116862966359,True,False,primary_2023_2025,standard,1.4190585533869116,0.4288025889967637,True,False,False,broken,broken_up,1.0810234541577826,True,True,0.473186119873817,0,2023,2023-05,2023-W18,True
MNQ,2023-05-08,primary_2023_2025,compression,0.4519906323185012,0.3400686237133054,False,True,primary_2023_2025,standard,0.5120551090700345,1.3542600896860986,False,True,True,broken,broken_down,2.3045685279187818,True,True,0.5159235668789809,6,2023,2023-05,2023-W19,True
MNQ,2023-05-09,primary_2023_2025,neutral,0.7934093789607097,0.3366476160651374,False,True,primary_2023_2025,standard,0.4936854190585534,0.641860465116279,False,True,True,trapped,trapped,1.2329545454545454,True,True,0.5555555555555556,25,2023,2023-05,2023-W19,True
MNQ,2023-05-10,primary_2023_2025,expansion,2.091254752851711,0.8352561144439317,False,True,primary_2023_2025,standard,1.2482758620689656,0.9594843462246776,False,False,True,broken,broken_up,1.6466666666666667,True,True,0.5076923076923077,27,2023,2023-05,2023-W19,True
MNQ,2023-05-11,primary_2023_2025,compression,0.6539923954372624,0.4365966323945761,False,True,primary_2023_2025,standard,0.6735632183908046,0.9044368600682594,False,True,True,broken,broken_down,1.804081632653061,True,True,0.4620253164556962,5,2023,2023-05,2023-W19,True
MNQ,2023-05-12,primary_2023_2025,compression,0.5442359249329759,0.6699714586149917,True,False,primary_2023_2025,standard,1.0838396111786148,0.827354260089686,False,False,False,broken,broken_down,1.3657817109144543,True,True,0.5235109717868338,0,2023,2023-05,2023-W19,True
MNQ,2023-05-15,primary_2023_2025,neutral,1.0985915492957747,0.5299968915138328,False,False,primary_2023_2025,standard,0.8286755771567437,0.7155425219941349,False,False,False,trapped,trapped,1.5194805194805194,True,True,0.5047021943573667,6,2023,2023-05,2023-W20,True
MNQ,2023-05-16,primary_2023_2025,neutral,0.7050938337801609,0.6519535210169227,True,False,primary_2023_2025,standard,1.0157958687727826,0.5095693779904307,False,False,False,broken,broken_up,0.92,True,True,0.4875,1,2023,2023-05,2023-W20,True
MNQ,2023-05-17,primary_2023_2025,compression,0.5943661971830986,0.5234493192133132,True,False,primary_2023_2025,standard,0.8449328449328449,1.6098265895953756,False,False,False,broken,broken_up,2.523076923076923,True,True,0.5295950155763239,2,2023,2023-05,2023-W20,True
MNQ,2023-05-18,primary_2023_2025,compression,0.6636771300448431,1.0589470526473677,True,False,primary_2023_2025,exhaustion,1.724053724053724,0.5240793201133145,False,True,False,broken,broken_up,1.1788617886178865,True,True,0.5358255451713395,0,2023,2023-05,2023-W20,True
MNQ,2023-05-19,primary_2023_2025,neutral,1.0358814352574104,0.4379774463441251,True,False,primary_2023_2025,standard,0.7350427350427351,0.8737541528239202,False,False,False,broken,broken_down,1.4014869888475836,True,True,0.5714285714285714,9,2023,2023-05,2023-W20,True
MNQ,2023-05-22,primary_2023_2025,neutral,1.060842433697348,0.6428226196230062,True,False,primary_2023_2025,standard,0.9743589743589745,0.543859649122807,False,True,True,broken,broken_up,0.7268170426065163,False,False,0.5431309904153354,49,2023,2023-05,2023-W21,True
MNQ,2023-05-23,primary_2023_2025,expansion,1.893915756630265,0.3772057633155253,False,True,primary_2023_2025,standard,0.5825,1.8369098712446352,False,True,True,broken,broken_down,2.781115879828326,True,True,0.5139318885448917,32,2023,2023-05,2023-W21,True
