row_id,decision_time,entry_time,exit_time,trading_day,session_bucket,direction,outcome,target_before_stop,risk_points,gross_r,net_r,gross_pnl,net_pnl,mfe_r,mae_r,formula_signal,model,score,period,fold,filter_model,filter_period,filter_threshold
1000137,2026-05-18 23:55:00+00:00,2026-05-18 23:55:00+00:00,2026-05-18 23:55:00+00:00,2026-05-19,overnight,1.00000000,target,1,24.00000000,1.95833300,1.87541633,93.99998400,90.01998400,4.54166700,0.00000000,1.00000000,gradient_boosted_trees,0.47005384,validation,validation,gradient_boosted_trees,validation,0.35000000
1000144,2026-05-20 12:02:00+00:00,2026-05-20 12:02:00+00:00,2026-05-20 12:03:00+00:00,2026-05-20,overnight,1.00000000,target,1,26.25000000,1.96190500,1.88609548,103.00001250,99.02001250,6.62857100,-0.36190500,1.00000000,gradient_boosted_trees,0.41379752,validation,validation,gradient_boosted_trees,validation,0.35000000
1000145,2026-05-20 20:59:00+00:00,2026-05-20 20:59:00+00:00,2026-05-20 21:00:00+00:00,2026-05-20,overnight,-1.00000000,stop,0,24.25000000,-1.04123700,-1.12329886,-50.49999450,-54.47999450,0.22680400,-1.08247400,1.00000000,gradient_boosted_trees,0.43371099,validation,validation,gradient_boosted_trees,validation,0.35000000
1000146,2026-05-21 06:51:00+00:00,2026-05-21 06:51:00+00:00,2026-05-21 06:52:00+00:00,2026-05-21,overnight,-1.00000000,stop_same_bar,0,9.75000000,-1.10256400,-1.30666656,-21.49999800,-25.47999800,9.61538500,-1.35897400,1.00000000,gradient_boosted_trees,0.40855654,validation,validation,gradient_boosted_trees,validation,0.35000000
1000147,2026-05-21 07:02:00+00:00,2026-05-21 07:02:00+00:00,2026-05-21 07:03:00+00:00,2026-05-21,overnight,-1.00000000,target,1,16.75000000,1.94029900,1.82149303,65.00001650,61.02001650,6.43283600,-0.26865700,1.00000000,gradient_boosted_trees,0.67441573,validation,validation,gradient_boosted_trees,validation,0.35000000
1000148,2026-05-21 15:45:00+00:00,2026-05-21 15:45:00+00:00,2026-05-21 15:46:00+00:00,2026-05-21,rth_lunch_11_30_13_30,-1.00000000,stop,0,10.00000000,-1.10000000,-1.29900000,-22.00000000,-25.98000000,0.12500000,-1.42500000,1.00000000,gradient_boosted_trees,0.47283686,validation,validation,gradient_boosted_trees,validation,0.35000000
1000131,2026-05-18 11:24:00+00:00,2026-05-18 11:24:00+00:00,2026-05-18 11:26:00+00:00,2026-05-18,overnight,-1.00000000,target,1,9.75000000,1.89743600,1.69333344,37.00000200,33.02000200,3.43589700,-0.12820500,1.00000000,logistic,0.68024286,validation,validation,logistic,validation,0.35000000
1000132,2026-05-18 14:25:00+00:00,2026-05-18 14:25:00+00:00,2026-05-18 14:27:00+00:00,2026-05-18,rth_open_09_30_11_00,1.00000000,target,1,17.00000000,1.94117600,1.82411718,65.99998400,62.01998400,2.80882400,-0.10294100,1.00000000,logistic,0.50712341,validation,validation,logistic,validation,0.35000000
1000133,2026-05-18 18:10:00+00:00,2026-05-18 18:10:00+00:00,2026-05-18 18:12:00+00:00,2026-05-18,rth_afternoon_13_30_15_00,-1.00000000,stop,0,27.25000000,-1.03669700,-1.10972452,-56.49998650,-60.47998650,0.55963300,-1.17431200,1.00000000,logistic,0.99999998,validation,validation,logistic,validation,0.35000000
1000136,2026-05-18 23:22:00+00:00,2026-05-18 23:22:00+00:00,2026-05-18 23:22:00+00:00,2026-05-19,overnight,1.00000000,target,1,10.75000000,1.90697700,1.72186072,41.00000550,37.02000550,9.02325600,0.00000000,1.00000000,logistic,0.93271228,validation,validation,logistic,validation,0.35000000
1000137,2026-05-18 23:55:00+00:00,2026-05-18 23:55:00+00:00,2026-05-18 23:55:00+00:00,2026-05-19,overnight,1.00000000,target,1,24.00000000,1.95833300,1.87541633,93.99998400,90.01998400,4.54166700,0.00000000,1.00000000,logistic,0.99999993,validation,validation,logistic,validation,0.35000000
1000138,2026-05-19 03:47:00+00:00,2026-05-19 03:47:00+00:00,2026-05-19 03:48:00+00:00,2026-05-19,overnight,1.00000000,target,1,5.50000000,1.81818200,1.45636382,20.00000200,16.02000200,16.63636400,0.00000000,1.00000000,logistic,0.97584762,validation,validation,logistic,validation,0.35000000
1000142,2026-05-19 22:11:00+00:00,2026-05-19 22:11:00+00:00,2026-05-19 22:11:00+00:00,2026-05-20,overnight,1.00000000,target,1,28.25000000,1.96460200,1.89415952,111.00001300,107.02001300,4.81415900,0.00000000,1.00000000,logistic,0.95071721,validation,validation,logistic,validation,0.35000000
